starttime	seconds	ctime	dtime	ttime	wait
Tue Feb 13 11:19:41 2024	1707819581	0	113	113	112
Tue Feb 13 11:19:49 2024	1707819589	0	113	113	113
Tue Feb 13 11:19:31 2024	1707819571	0	113	113	113
Tue Feb 13 11:19:34 2024	1707819574	0	113	113	113
Tue Feb 13 11:19:34 2024	1707819574	0	113	113	113
Tue Feb 13 11:19:43 2024	1707819583	0	113	113	113
Tue Feb 13 11:19:37 2024	1707819577	0	113	113	113
Tue Feb 13 11:19:33 2024	1707819573	0	113	113	113
Tue Feb 13 11:19:35 2024	1707819575	0	113	113	113
Tue Feb 13 11:19:48 2024	1707819588	0	113	113	113
Tue Feb 13 11:19:51 2024	1707819591	0	113	113	113
Tue Feb 13 11:19:36 2024	1707819576	0	113	113	113
Tue Feb 13 11:19:36 2024	1707819576	0	113	113	113
Tue Feb 13 11:19:38 2024	1707819578	0	113	113	113
Tue Feb 13 11:19:38 2024	1707819578	0	113	113	113
Tue Feb 13 11:19:52 2024	1707819592	0	113	113	113
Tue Feb 13 11:19:54 2024	1707819594	0	113	113	113
Tue Feb 13 11:19:40 2024	1707819580	0	114	114	113
Tue Feb 13 11:19:40 2024	1707819580	0	114	114	113
Tue Feb 13 11:19:40 2024	1707819580	0	114	114	113
Tue Feb 13 11:19:33 2024	1707819573	0	114	114	114
Tue Feb 13 11:19:49 2024	1707819589	0	114	114	114
Tue Feb 13 11:19:52 2024	1707819592	0	114	114	114
Tue Feb 13 11:19:35 2024	1707819575	0	114	114	114
Tue Feb 13 11:19:45 2024	1707819585	0	114	114	114
Tue Feb 13 11:19:42 2024	1707819582	0	114	114	114
Tue Feb 13 11:19:42 2024	1707819582	0	114	114	114
Tue Feb 13 11:19:48 2024	1707819588	0	114	114	114
Tue Feb 13 11:19:49 2024	1707819589	0	114	114	114
Tue Feb 13 11:19:52 2024	1707819592	0	114	114	114
Tue Feb 13 11:19:42 2024	1707819582	0	114	114	114
Tue Feb 13 11:19:32 2024	1707819572	0	114	114	114
Tue Feb 13 11:19:45 2024	1707819585	0	114	114	114
Tue Feb 13 11:19:42 2024	1707819582	0	114	114	114
Tue Feb 13 11:19:53 2024	1707819593	0	115	115	115
Tue Feb 13 11:19:40 2024	1707819580	0	115	115	115
Tue Feb 13 11:19:34 2024	1707819574	0	115	115	115
Tue Feb 13 11:19:35 2024	1707819575	0	115	115	115
Tue Feb 13 11:19:43 2024	1707819583	0	115	115	115
Tue Feb 13 11:19:32 2024	1707819572	0	115	115	115
Tue Feb 13 11:19:54 2024	1707819594	0	115	115	115
Tue Feb 13 11:19:32 2024	1707819572	0	115	115	115
Tue Feb 13 11:19:54 2024	1707819594	0	116	116	115
Tue Feb 13 11:19:41 2024	1707819581	0	116	116	116
Tue Feb 13 11:19:36 2024	1707819576	0	116	116	116
Tue Feb 13 11:19:40 2024	1707819580	0	116	116	116
Tue Feb 13 11:19:39 2024	1707819579	0	116	116	116
Tue Feb 13 11:19:39 2024	1707819579	0	116	116	116
Tue Feb 13 11:19:51 2024	1707819591	0	117	117	116
Tue Feb 13 11:19:40 2024	1707819580	0	117	117	117
Tue Feb 13 11:19:35 2024	1707819575	0	117	117	117
Tue Feb 13 11:19:52 2024	1707819592	0	117	117	117
Tue Feb 13 11:19:39 2024	1707819579	0	117	117	117
Tue Feb 13 11:19:40 2024	1707819580	0	118	118	118
Tue Feb 13 11:19:53 2024	1707819593	0	118	118	118
Tue Feb 13 11:19:51 2024	1707819591	0	118	118	118
Tue Feb 13 11:19:34 2024	1707819574	0	118	118	118
Tue Feb 13 11:19:32 2024	1707819572	0	118	118	118
Tue Feb 13 11:19:50 2024	1707819590	0	118	118	118
Tue Feb 13 11:19:44 2024	1707819584	0	119	119	118
Tue Feb 13 11:19:42 2024	1707819582	0	119	119	119
Tue Feb 13 11:19:44 2024	1707819584	0	119	119	119
Tue Feb 13 11:19:39 2024	1707819579	0	119	119	119
Tue Feb 13 11:19:34 2024	1707819574	0	120	120	120
Tue Feb 13 11:19:42 2024	1707819582	0	120	120	120
Tue Feb 13 11:19:41 2024	1707819581	0	120	120	120
Tue Feb 13 11:19:38 2024	1707819578	0	120	120	120
Tue Feb 13 11:19:44 2024	1707819584	0	121	121	121
Tue Feb 13 11:19:53 2024	1707819593	0	122	122	122
Tue Feb 13 11:19:49 2024	1707819589	0	122	122	122
Tue Feb 13 11:19:46 2024	1707819586	0	122	122	122
Tue Feb 13 11:19:42 2024	1707819582	0	122	122	122
Tue Feb 13 11:19:51 2024	1707819591	0	122	122	122
Tue Feb 13 11:19:33 2024	1707819573	0	123	123	123
Tue Feb 13 11:19:35 2024	1707819575	0	123	123	123
Tue Feb 13 11:19:31 2024	1707819571	0	123	123	123
Tue Feb 13 11:19:35 2024	1707819575	0	124	124	123
Tue Feb 13 11:19:38 2024	1707819578	0	124	124	124
Tue Feb 13 11:19:45 2024	1707819585	0	124	124	124
Tue Feb 13 11:19:35 2024	1707819575	0	124	124	124
Tue Feb 13 11:19:45 2024	1707819585	0	124	124	124
Tue Feb 13 11:19:50 2024	1707819590	0	124	124	124
Tue Feb 13 11:19:40 2024	1707819580	0	124	124	124
Tue Feb 13 11:19:49 2024	1707819589	0	124	124	124
Tue Feb 13 11:19:43 2024	1707819583	0	125	125	125
Tue Feb 13 11:19:46 2024	1707819586	0	125	125	125
Tue Feb 13 11:19:47 2024	1707819587	0	125	125	125
Tue Feb 13 11:19:34 2024	1707819574	0	125	125	125
Tue Feb 13 11:19:39 2024	1707819579	0	126	126	126
Tue Feb 13 11:19:33 2024	1707819573	0	126	126	126
Tue Feb 13 11:19:50 2024	1707819590	0	126	126	126
Tue Feb 13 11:19:37 2024	1707819577	0	127	127	127
Tue Feb 13 11:19:47 2024	1707819587	0	127	127	127
Tue Feb 13 11:19:36 2024	1707819576	0	127	127	127
Tue Feb 13 11:19:39 2024	1707819579	0	127	127	127
Tue Feb 13 11:19:43 2024	1707819583	0	128	128	128
Tue Feb 13 11:19:31 2024	1707819571	0	129	129	129
Tue Feb 13 11:19:45 2024	1707819585	0	129	129	129
Tue Feb 13 11:19:41 2024	1707819581	0	129	129	129
Tue Feb 13 11:19:37 2024	1707819577	0	129	129	129
Tue Feb 13 11:19:42 2024	1707819582	0	130	130	130
Tue Feb 13 11:19:43 2024	1707819583	0	130	130	130
Tue Feb 13 11:19:39 2024	1707819579	0	130	130	130
Tue Feb 13 11:19:44 2024	1707819584	0	131	131	130
Tue Feb 13 11:19:47 2024	1707819587	0	131	131	130
Tue Feb 13 11:19:47 2024	1707819587	0	131	131	131
Tue Feb 13 11:19:48 2024	1707819588	0	132	132	132
Tue Feb 13 11:19:41 2024	1707819581	0	133	133	133
Tue Feb 13 11:19:32 2024	1707819572	0	133	133	133
Tue Feb 13 11:19:35 2024	1707819575	0	133	133	133
Tue Feb 13 11:19:36 2024	1707819576	0	134	134	134
Tue Feb 13 11:19:33 2024	1707819573	0	134	134	134
Tue Feb 13 11:19:50 2024	1707819590	0	135	135	135
Tue Feb 13 11:19:38 2024	1707819578	0	135	135	135
Tue Feb 13 11:19:31 2024	1707819571	0	136	136	135
Tue Feb 13 11:19:53 2024	1707819593	0	136	136	136
Tue Feb 13 11:19:39 2024	1707819579	0	136	136	136
Tue Feb 13 11:19:32 2024	1707819572	0	136	136	136
Tue Feb 13 11:19:37 2024	1707819577	0	137	137	137
Tue Feb 13 11:19:37 2024	1707819577	0	138	138	137
Tue Feb 13 11:19:32 2024	1707819572	0	138	138	138
Tue Feb 13 11:19:41 2024	1707819581	0	139	139	139
Tue Feb 13 11:19:33 2024	1707819573	0	139	139	139
Tue Feb 13 11:19:36 2024	1707819576	0	139	139	139
Tue Feb 13 11:19:31 2024	1707819571	0	140	140	140
Tue Feb 13 11:19:41 2024	1707819581	0	140	140	140
Tue Feb 13 11:19:36 2024	1707819576	0	144	144	143
Tue Feb 13 11:19:38 2024	1707819578	0	156	156	156
Tue Feb 13 11:19:46 2024	1707819586	0	397	397	397
Tue Feb 13 11:19:43 2024	1707819583	317	112	429	112
Tue Feb 13 11:19:30 2024	1707819570	322	149	470	149
